seq_id,entry_point,code,code_token_length
14121173536,maximum_heights,"from typing import List

def makeDp(seq: List[int], rev=True) -> List[int]:
    n = len(seq)
    minRange = getRange(seq)
    dp = [0] * (n + 1)
    for i in range(n):
        cur = seq[i]
        j = minRange[i][0]
        dp[i + 1] = dp[j] + (i - j + 1) * cur
    return dp

def getRange(seq: List[int]) -> List[List[int]]:
    n = len(seq)
    stack = []
    range_ = [[0, 0] for _ in range(n)]
    for i in range(n):
        while stack and seq[stack[-1]] >= seq[i]:
            stack.pop()
        if stack:
            range_[i][0] = stack[-1] + 1
        else:
            range_[i][0] = 0
        stack.append(i)
    stack = []
    for i in range(n - 1, -1, -1):
        while stack and seq[stack[-1]] >= seq[i]:
            stack.pop()
        if stack:
            range_[i][1] = n - stack[-1] - 1
        else:
            range_[i][1] = n - i - 1
        stack.append(i)
    return range_

def maximum_heights(maxHeights: List[int]) -> int:
    n = len(maxHeights)
    pre, suf = makeDp(maxHeights[:], False), makeDp(maxHeights[::-1])[::-1]
    res = 0
    for i in range(n):  # 枚举分割点
        res = max(res, pre[i] + suf[i])
    return res

print(maximum_heights([5, 3, 4, 1, 1]))
print(maximum_heights([6, 5, 3, 9, 2, 7]))
print(maximum_heights([3, 2, 5, 5, 2, 3]))",440
25905839552,check_circle,"def check_circle(coordinates):
    if len(coordinates) <= 2:
        return False

    x0, y0 = coordinates[0]
    x1, y1 = coordinates[1]
    x2, y2 = coordinates[2]

    # Calculate the center of the circle using the coordinates
    A = x0 * (y2 - y1) - y0 * (x2 - x1) + x1 * y2 - y1 * x2
    B = (x0 ** 2 + y0 ** 2) * (y1 - y2) + (x1 ** 2 + y1 ** 2) * (y2 - y0) + (x2 ** 2 + y2 ** 2) * (y0 - y1)
    C = (x0 ** 2 + y0 ** 2) * (x2 - x1) + (x1 ** 2 + y1 ** 2) * (x0 - x2) + (x2 ** 2 + y2 ** 2) * (x1 - x0)
    D = (x0 ** 2 + y0 ** 2) * (x1 * y2 - x2 * y1) + (x1 ** 2 + y1 ** 2) * (x2 * y0 - x0 * y2) + (x2 ** 2 + y2 ** 2) * (x0 * y1 - x1 * y0)

    if A == 0 or B == 0 or C == 0:
        return False

    center_x = -B / (2 * A)
    center_y = -C / (2 * A)

    radius_squared = (x0 - center_x) ** 2 + (y0 - center_y) ** 2

    for x, y in coordinates[3:]:
        if (x - center_x) ** 2 + (y - center_y) ** 2 != radius_squared:
            return False

    return True",435
8993549875,shortest_path,"from collections import deque
from typing import List

dx = [-1, 0, 1, 0]
dy = [0, 1, 0, -1]

def shortest_path(grid: List[List[int]], k: int) -> int:
    def is_valid_coord(x: int, y: int):
        return 0 <= x < len(grid) and 0 <= y < len(grid[0])

    bfs_history = [[[float('inf') for _ in range(k + 1)] for _ in range(len(grid[0]))] for _ in range(len(grid))]
    min_table = [[(float('inf'), float('inf')) for _ in range(len(grid[0]))] for _ in range(len(grid))]

    q = deque([(0, 0, 0)])

    bfs_history[0][0][0] = 0
    min_table[0][0] = (0, 0)
    while q:
        x, y, w = q.popleft()
        c = bfs_history[x][y][w]
        for d in range(4):
            nx, ny = x + dx[d], y + dy[d]
            if not is_valid_coord(nx, ny):
                continue
            nw = w + grid[nx][ny]
            if nw > k or c + 1 >= bfs_history[nx][ny][nw]:
                continue
            if c >= min_table[nx][ny][0] and nw >= min_table[nx][ny][1]:
                continue
            bfs_history[nx][ny][nw] = c + 1
            if min_table[nx][ny][0] > c + 1:
                min_table[nx][ny] = (c + 1, nw)
            q.append((nx, ny, nw))

    return min_table[len(grid) - 1][len(grid[0]) - 1][0] if min_table[len(grid) - 1][len(grid[0]) - 1][0] != float('inf') else -1",432
74966726078,largest_bst_subtree,"class TreeNode:
    def __init__(self, x):
        self.val = x
        self.left = None
        self.right = None

def largest_bst_subtree(root):
    inf = float('inf')

    def largestBST(node):
        if not node:
            return [0, inf, -inf]
        n1, l1, l2 = largestBST(node.left)
        n2, r1, r2 = largestBST(node.right)
        if node.val > l2 and node.val < r1:
            return [1 + n1 + n2, min(node.val, l1), max(node.val, r2)]
        else:
            return [max(n1, n2), -inf, inf]
    return largestBST(root)[0]

# Helper function to create tree from list
def create_tree(arr):
    if not arr:
        return None
    root = TreeNode(arr[0])
    queue = [root]
    front = 0
    index = 1
    while index < len(arr):
        node = queue[front]
        front = front + 1

        item = arr[index]
        index = index + 1
        if item is not None:
            left_number = item
            node.left = TreeNode(left_number)
            queue.append(node.left)

        if index >= len(arr):
            break

        item = arr[index]
        index = index + 1
        if item is not None:
            right_number = item
            node.right = TreeNode(right_number)
            queue.append(node.right)
    return root

# Test cases
root1 = create_tree([10,5,15,1,8,None,7])
assert largest_bst_subtree(root1) == 3

root2 = create_tree([5,4,6,None,1,None,7])
assert largest_bst_subtree(root2) == 2

root3 = create_tree([1,1,1,1,1,1,1])
assert largest_bst_subtree(root3) == 1",429
16053655124,linked_list_to_list,"class ListNode:
    def __init__(self, val=0, next=None):
        self.val = val
        self.next = next

def removeNthFromEnd(head: ListNode, n: int) -> ListNode:
    slow = fast = head
    
    for _ in range(n):
        fast = fast.next
    
    if not fast:
        return head.next
    
    while fast.next:
        slow = slow.next
        fast = fast.next
    
    slow.next = slow.next.next
    return head

# Function to convert a list to a linked list
def list_to_linked_list(lst):
    head = ListNode(lst[0]) if lst else None
    current = head
    for value in lst[1:]:
        current.next = ListNode(value)
        current = current.next
    return head

# Function to convert a linked list to a list
def linked_list_to_list(linked_list):
    lst = []
    current = linked_list
    while current:
        lst.append(current.val)
        current = current.next
    return lst

# Test cases
head = list_to_linked_list([1,2,3,4,5])
n = 2
output = removeNthFromEnd(head, n)
assert linked_list_to_list(output) == [1,2,3,5], f""Test case 1 failed. Expected [1,2,3,5], got {linked_list_to_list(output)}""

head = list_to_linked_list([1])
n = 1
output = removeNthFromEnd(head, n)
assert linked_list_to_list(output) == [], f""Test case 2 failed. Expected [], got {linked_list_to_list(output)}""

head = list_to_linked_list([1,2,3,4,5])
n = 5
output = removeNthFromEnd(head, n)
assert linked_list_to_list(output) == [2,3,4,5], f""Test case 3 failed. Expected [2,3,4,5], got {linked_list_to_list(output)}""",427
8610918592,patternMatch,"def patternMatch(pattern: str, value: str)->bool:
    count_a = count_b = 0
    for ch in pattern:
        if ch == 'a':
            count_a += 1
        else:
            count_b += 1
    if count_a < count_b:
        count_a, count_b = count_b, count_a
        pattern = ''.join('a' if ch == 'b' else 'b' for ch in pattern)

    if len(pattern) == 0:
        return value == """"
    if count_b == 0:
        return len(value)%count_a == 0 and all(value[i:i+len(value)//count_a] == value[:len(value)//count_a] for i in range(0, len(value), len(value)//count_a))
    if len(value) == 0:
        return count_b == 0
    for i in range(len(value)//count_a + 1):
        if (len(value) - count_a*i)%count_b == 0:
            a_pattern_len = i
            b_pattern_len = (len(value)-count_a*i)//count_b
            pos_pattern = 0
            pos_value = 0
            a_pattern = b_pattern = """"
            isMatch = True
            while pos_value < len(value) and pos_pattern < len(pattern):
                if pattern[pos_pattern] == 'a':
                    if a_pattern == """":
                        a_pattern = value[pos_value:pos_value+a_pattern_len]
                    elif value[pos_value:pos_value+a_pattern_len] != a_pattern:
                        isMatch = False
                        break
                    pos_value += a_pattern_len
                else:
                    if b_pattern == """":
                        b_pattern = value[pos_value:pos_value+b_pattern_len]
                    elif value[pos_value:pos_value+b_pattern_len] != b_pattern:
                        isMatch = False
                        break
                    pos_value += b_pattern_len
                pos_pattern += 1
            if isMatch and pos_pattern == len(pattern):
                return True
    return False",423
74960168958,find_max_sum_divisible_by_three,"def find_max_sum_divisible_by_three(arr):
    arr.sort()
    sum_arr = sum(arr)
    if sum_arr % 3 == 0:
        return sum_arr
    else:
        mod_one = []
        mod_two = []
        for num in arr:
            if num % 3 == 1:
                mod_one.append(num)
            elif num % 3 == 2:
                mod_two.append(num)
        if len(mod_one) == 0 and len(mod_two) == 0:
            return 0
        elif len(mod_one) == 0 and len(mod_two) >= 2:
            return sum_arr - min(mod_two[0], mod_two[1])
        elif len(mod_two) == 0 and len(mod_one) >= 2:
            return sum_arr - min(mod_one[0], mod_one[1])
        elif len(mod_one) >= 1 and len(mod_two) >= 1:
            if (sum_arr - mod_one[0]) % 3 == 0:
                return sum_arr - mod_one[0]
            elif (sum_arr - mod_two[0]) % 3 == 0:
                return sum_arr - mod_two[0]
            else:
                return sum_arr - min(mod_one[0], mod_two[0], mod_two[1])
        elif len(mod_one) >= 2 and len(mod_two) >= 2:
            if (sum_arr - mod_one[0] - mod_one[1]) % 3 == 0:
                return sum_arr - mod_one[0] - mod_one[1]
            elif (sum_arr - mod_two[0] - mod_two[1]) % 3 == 0:
                return sum_arr - mod_two[0] - mod_two[1]
            else:
                return sum_arr - min(mod_one[0] + mod_one[1], mod_two[0] + mod_two[1])
        else:
            return 0",413
19319983338,rabin_karp,"def rabin_karp(text, pattern):
    if not pattern or not text:
        return []

    d = 256  # number of characters in the input alphabet
    q = 101  # a prime number

    n = len(text)
    m = len(pattern)
    h = 1

    i = 0
    j = 0
    p = 0  # hash value for pattern
    t = 0  # hash value for text
    result = []

    # The value of h would be ""pow(d, m-1)%q""
    for i in range(m-1):
        h = (h*d) % q

    # Calculate the hash value of pattern and first window of text
    for i in range(m):
        p = (d*p + ord(pattern[i])) % q
        t = (d*t + ord(text[i])) % q

    # Slide the pattern over text one by one
    for i in range(n-m+1):
        # Check the hash values of current window of text and pattern
        # If the hash values match then only check for characters one by one
        if p == t:
            # Check for characters one by one
            for j in range(m):
                if text[i+j] != pattern[j]:
                    break
            j += 1
            # if p == t and pattern[0...m-1] = text[i, i+1, ...i+m-1]
            if j == m:
                result.append(i)

        # Calculate hash value for next window of text: Remove leading digit,
        # add trailing digit
        if i < n-m:
            t = (d*(t-ord(text[i])*h) + ord(text[i+m])) % q

            # We might get negative value of t, converting it to positive
            if t < 0:
                t = t+q

    return result",409
72617789185,maxProfit,"def maxProfit(k, prices):
    def max_profit_without_limit() -> int:
        max_profit = 0
        for i in range(1, len(prices)):
            if prices[i] > prices[i - 1]:
                max_profit += prices[i] - prices[i - 1]
        return max_profit

    if len(prices) == 0:
        return 0
    elif k > len(prices) // 2:
        return max_profit_without_limit()

    stage_num = 2 * k + 1
    profit = [[-float('inf') for _ in range(stage_num)] for _ in range(len(prices) + 1)]
    profit[0][0] = 0

    for i in range(1, len(prices) + 1):
        for j in range(0, stage_num, 2):
            profit[i][j] = profit[i - 1][j]
            if j > 0 and i >= 2 and not float('inf') == profit[i - 1][j - 1]:
                curr_profit = prices[i - 1] - prices[i - 2]
                profit[i][j] = max(profit[i][j], profit[i - 1][j - 1] + curr_profit)

        for j in range(1, stage_num, 2):
            profit[i][j] = profit[i - 1][j - 1]
            if i >= 2 and not float('inf') == profit[i - 1][j]:
                curr_profit = prices[i - 1] - prices[i - 2]
                profit[i][j] = max(profit[i][j], profit[i - 1][j] + curr_profit)

    max_profit = 0
    for i in range(0, stage_num, 2):
        max_profit = max(max_profit, profit[-1][i])
    return max_profit",407
5548193231,countGoodSubstrings,"def countGoodSubstrings(s, k):
        
	#To keep track of count of good substrings
    count = 0
        
	#Dictionary to keep the count of each character in a substring
    dict = {}
		
	#This variable keeps track of how many unique characters are there in current substring
    uniques = 0
        
    i,j = 0,0
    n = len(s)

    while(j < n):
            
        c = s[j]
		#If jth character is not in dictionary, that means not only we can add it, but that also means it is currently a unique character in substring
        if not c in dict:
            dict[c] = 1
            uniques += 1
        else:
            dict[c] += 1
            
		#If window length is not yet k, increment j
        if(j - i + 1 < k): j += 1
		#If window size is k that means we found a substring of length k
        else:
			#To check if it is a good substring, just check if number of unique characters is k or not
            if(uniques == k): count += 1
                
			#Now, just before sliding the window to right, reduce the count of ith character from map
            dict[s[i]] -= 1
				
			#If count becomes 0, that means we also need to reduce count of uniques and remove this key from dictionary
            if(dict[s[i]] == 0): 
                dict.pop(s[i])
                uniques -= 1
                
			# Slide the window
            i += 1
            j += 1
                
    return count

s = ""aababcabc""
k = 3
count = countGoodSubstrings(s, k)

print(""Number of Substrings of size"", k, ""with Distinct Characters are ->"", count)",401
33086575613,shortest_distance,"from collections import deque

def shortest_distance(grid):
    if not grid or not grid[0]:
        return -1
    m, n = len(grid), len(grid[0])
    buildings = sum(1 if grid[i][j] == 1 else 0 for i in range(m) for j in range(n))
    
    distance = [[0] * n for _ in range(m)]
    reach = [[0] * n for _ in range(m)]
    
    for i in range(m):
        for j in range(n):
            if grid[i][j] == 1:
                bfs(grid, i, j, distance, reach)
    
    min_distance = float('inf')
    for i in range(m):
        for j in range(n):
            if reach[i][j] == buildings and distance[i][j] < min_distance:
                min_distance = distance[i][j]
    return min_distance if min_distance != float('inf') else -1

def bfs(grid, i, j, distance, reach):
    m, n = len(grid), len(grid[0])
    visited = [[False] * n for _ in range(m)]
    queue = deque([(i, j, 0)])
    while queue:
        x, y, d = queue.popleft()
        if not visited[x][y]:
            visited[x][y] = True
            if grid[x][y] == 0:
                reach[x][y] += 1
                distance[x][y] += d
            for dx, dy in [(1, 0), (-1, 0), (0, 1), (0, -1)]:
                if (0 <= x + dx < m) and (0 <= y + dy < n) and grid[x + dx][y + dy] == 0:
                    queue.append((x + dx, y + dy, d + 1))",398
